,Title,Year,Length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short 
9986,Christmas Comes But Once a Year,1936,9,NA,6.7,35,4.5,0,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,,0,1,0,0,0,0,1
9987,Christmas Cracker,1962,9,NA,7.2,14,0,0,0,4.5,4.5,14.5,4.5,45.5,14.5,0,,0,1,0,0,0,0,1
9988,Christmas Eve,1947,90,NA,5.9,45,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,14.5,,0,0,1,1,0,0,0
9989,Christmas Holiday,1944,93,NA,6.6,88,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
9990,Christmas Mountain,1981,90,NA,5.7,18,4.5,0,0,0,24.5,0,0,14.5,14.5,44.5,,0,0,0,1,0,0,0
9991,"Christmas Party, The",1931,9,NA,6.6,66,4.5,0,0,4.5,14.5,4.5,14.5,4.5,14.5,34.5,,0,0,0,0,0,0,1
9992,"Christmas Path, The",1998,95,NA,4.2,32,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,0,24.5,,0,0,0,0,0,0,0
9993,"Christmas Story, A",1983,93,NA,8.1,19737,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,1,0,0,0,0
9994,Christmas Tauntauns,2002,3,NA,3.9,13,4.5,14.5,0,4.5,14.5,4.5,34.5,14.5,0,0,,0,1,0,0,0,0,1
9995,"Christmas That Almost Wasn't, The",1966,89,NA,4.4,48,4.5,4.5,14.5,14.5,4.5,4.5,24.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
9996,Christmas Vacation,1989,97,NA,6.9,9977,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
9997,"Christmas Visitor, The",1959,7,NA,6.7,6,0,0,0,0,0,14.5,45.5,0,14.5,14.5,,0,1,0,0,0,0,1
9998,Christmas in Connecticut,1945,102,NA,7,439,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,1,0,0,1,0
9999,Christmas in July,1940,67,NA,7.5,262,0,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,1,0
10000,Christmas in Love,2004,118,NA,4.2,39,34.5,4.5,4.5,14.5,14.5,14.5,4.5,0,4.5,14.5,,0,0,1,0,0,1,0
10001,Christmas on Earth,1963,29,NA,1.1,19,45.5,4.5,4.5,0,4.5,4.5,0,4.5,0,14.5,,0,0,0,0,1,0,1
10002,Christmas with the Kranks,2004,98,60000000,4.5,1520,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0
10003,Christo in Paris,1990,58,NA,7.6,10,0,0,0,0,0,14.5,14.5,34.5,34.5,24.5,,0,0,0,0,1,0,0
10004,Christo's Valley Curtain,1973,28,NA,7.8,12,0,4.5,4.5,0,0,4.5,0,45.5,0,14.5,,0,0,0,0,1,0,1
10005,Christopher Columbus: The Discovery,1992,120,NA,4.2,553,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
10006,Christopher Strong,1933,78,284000,6.1,151,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10007,"Chromata tis iridos, Ta",1974,100,NA,7.3,11,0,0,0,0,0,14.5,4.5,4.5,24.5,34.5,,0,0,0,0,0,0,0
10008,Chrome and Hot Leather,1971,91,NA,4.5,48,4.5,14.5,14.5,4.5,14.5,4.5,14.5,0,4.5,24.5,PG-13,1,0,0,1,0,0,0
10009,Chromophobia,1966,10,NA,7.1,19,0,0,0,4.5,0,14.5,14.5,14.5,14.5,34.5,,0,1,0,0,0,0,1
10010,Chronic,1997,38,NA,3.8,14,14.5,0,0,14.5,0,4.5,24.5,4.5,14.5,14.5,,0,0,0,0,0,0,1
10011,"Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The",1944,137,NA,7.8,862,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
10012,"Chronicle of Corpses, A",2000,83,NA,2.9,54,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
10013,Chronicle of a Disappearance,1997,88,NA,6.9,59,4.5,0,4.5,4.5,14.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
10014,"Chronicles of Riddick, The",2004,135,110000000,6.2,11438,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,0,0,0,0,0,0
10015,Chronik der Anna Magdalena Bach,1968,94,NA,7,54,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
10016,Chrono-Perambulator,1999,11,NA,6.5,21,0,0,0,4.5,0,4.5,34.5,4.5,24.5,14.5,,0,0,0,0,0,0,1
10017,Chronos,1985,40,NA,7.5,107,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,0,0,1,0,1
10018,Chronotrip,2002,74,10000,4,6,64.5,0,0,0,0,0,0,0,0,34.5,,0,0,0,0,1,0,0
10019,Chrysanthemum,1999,14,NA,3.7,11,4.5,0,14.5,0,0,0,4.5,0,0,64.5,,0,0,0,0,0,0,1
10020,Chrystal,2004,106,NA,3.8,169,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,34.5,R,0,0,0,1,0,0,0
10021,Chu Chin Chow,1934,103,500000,4.8,10,0,0,14.5,14.5,14.5,34.5,24.5,0,0,24.5,,0,0,1,0,0,1,0
10022,Chu Chu and the Philly Flash,1981,100,NA,3.1,73,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
10023,Chuan Lu,1980,90,NA,5.7,16,4.5,14.5,14.5,0,14.5,4.5,4.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
10024,Chubasco,1968,100,NA,5.8,29,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
10025,"Chubbchubbs!, The",2002,6,NA,7.8,702,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,24.5,,0,1,1,0,0,0,1
10026,Chubby Goes Down Under and Other Sticky Regions,1998,83,NA,5,23,4.5,4.5,4.5,4.5,14.5,24.5,4.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
10027,Chuchelo,1983,127,NA,8.7,88,0,0,0,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,1,0,0,0
10028,Chuck,2000,15,NA,7.6,17,0,4.5,4.5,0,0,4.5,14.5,14.5,0,45.5,,0,0,0,0,0,0,1
10029,Chuck Amuck: The Movie,1991,51,NA,7.9,7,0,0,0,0,0,44.5,0,24.5,0,24.5,,0,0,0,0,1,0,0
10030,Chuck Berry Hail! Hail! Rock 'n' Roll,1987,120,NA,6.9,167,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,0,1,0,0
10031,Chuck&Buck,2000,96,250000,6.6,1919,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
10032,Chuen hua mon lu,1996,123,NA,2.6,15,14.5,0,14.5,0,4.5,14.5,0,14.5,4.5,34.5,,0,0,0,0,0,0,0
10033,Chuen jik sat sau,2001,102,NA,6.8,1234,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,0,0,0,0,0
10034,Chuet sai hiu bra,2001,105,NA,6.9,88,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
10035,Chui lian ting zheng,1983,102,NA,6.2,6,0,0,0,0,14.5,34.5,34.5,0,14.5,0,,0,0,0,0,0,0,0
10036,Chui ma lau,2002,98,NA,6,71,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,1,0,1,0,0,0,0
10037,Chuka,1967,105,NA,5.8,65,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
10038,Chukje,1996,108,NA,6.7,30,14.5,0,0,0,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
10039,Chulas Fronteras,1976,58,NA,7.1,11,0,0,4.5,0,0,0,24.5,34.5,14.5,4.5,,0,0,0,0,1,0,0
10040,"Chump Champ, The",1950,7,NA,7.4,25,0,0,0,4.5,4.5,14.5,14.5,34.5,4.5,24.5,,0,1,1,0,0,0,1
10041,Chump Change,2004,87,NA,5,139,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,R,0,0,1,0,0,1,0
10042,"Chump at Oxford, A",1940,63,NA,7.3,351,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,24.5,,0,0,1,0,0,0,0
10043,"Chumscrubber, The",2005,102,6800000,4.5,80,4.5,14.5,4.5,0,4.5,0,4.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
10044,Chung Kuo - Cina,1972,134,NA,7.2,18,4.5,0,0,0,14.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,1,0,0
10045,Chung chung lieh t'u,1975,102,NA,7.4,19,0,0,0,0,0,14.5,14.5,14.5,24.5,34.5,,1,0,0,1,0,0,0
10046,Chung fung dui ji no foh gaai tau,1996,98,NA,7.1,172,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,0,0,0,0
10047,Chunga Chui Leopard Beware,2001,2,NA,3.9,8,24.5,0,14.5,24.5,0,14.5,24.5,0,0,0,,0,1,0,0,0,0,1
10048,Chungon satluk linggei,1994,90,NA,6.7,52,4.5,4.5,4.5,4.5,4.5,4.5,34.5,14.5,14.5,4.5,,1,0,0,0,0,0,0
10049,Chungyo,1972,110,NA,6.4,10,0,14.5,0,0,0,34.5,14.5,24.5,0,34.5,,0,0,0,0,0,0,0
10050,Chunhyang,2000,120,NA,7.5,507,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,1,0
10051,Chunky Monkey,2001,87,NA,5.5,11,4.5,0,0,24.5,14.5,4.5,14.5,4.5,0,4.5,,0,0,0,0,0,0,0
10052,Chunyudleui jeonyuksiksah,1998,105,NA,5.5,76,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
10053,Chura Liyaa Hai Tumne,2003,143,NA,7.2,17,14.5,14.5,0,4.5,24.5,0,14.5,14.5,0,14.5,,1,0,0,1,0,1,0
10054,Churakhaneun geosheun nalgaega itda,1990,122,NA,3.9,7,45.5,0,14.5,0,0,0,0,0,0,24.5,,0,0,0,1,0,1,0
10055,"Church Mouse, The",1934,76,NA,4.7,20,4.5,0,4.5,24.5,14.5,34.5,14.5,14.5,0,0,,0,0,1,0,0,1,0
10056,Church of Acceptance,2000,14,NA,6.2,6,0,0,0,45.5,14.5,0,0,0,0,34.5,,0,0,0,1,0,0,1
10057,Churchill's Island,1941,21,NA,8,14,0,0,0,0,0,14.5,34.5,24.5,14.5,14.5,,0,0,0,0,1,0,1
10058,Churchill: The Hollywood Years,2004,84,NA,5.1,210,14.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
10059,Chushingura,1932,109,NA,5.5,7,14.5,0,0,0,14.5,0,0,14.5,14.5,44.5,,0,0,0,1,0,0,0
10060,Chushingura - Hana no maki yuki no maki,1962,207,NA,8,293,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
10061,Chushingura gaiden yotsuya kaidan,1994,106,NA,6.5,19,4.5,0,0,14.5,4.5,14.5,14.5,14.5,24.5,14.5,,1,0,0,1,0,0,0
10062,"Chute de la maison Usher, La",1928,63,NA,7.6,179,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
10063,Chutney Popcorn,1999,92,NA,5.7,378,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
10064,Chuzhaya votchina,1982,91,NA,8.7,7,14.5,0,0,0,0,0,0,0,0,84.5,,0,0,0,1,0,0,0
10065,"Chyornaya kuritsa, ili Podzemnye zhiteli",1980,74,NA,5,11,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,4.5,0,,0,0,0,0,0,0,0
10066,"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",1989,139,NA,7.8,66,4.5,0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,45.5,,0,0,0,0,0,1,0
10067,Chyornaya strela,1985,91,NA,6.5,5,0,0,0,24.5,0,24.5,24.5,44.5,0,0,,0,0,0,0,0,0,0
10068,Chyornaya vual,1995,97,NA,5.4,8,0,24.5,0,0,14.5,14.5,24.5,14.5,0,14.5,,0,0,0,0,0,1,0
10069,Chyornyy kvadrat,1992,123,NA,5.7,9,0,0,14.5,0,24.5,44.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
10070,Chyornyy monakh,1988,88,NA,7.9,9,0,14.5,0,0,0,0,34.5,0,24.5,34.5,,0,0,0,1,0,1,0
10071,"Ci risiamo, vero Provvidenza?",1973,99,NA,6.6,7,0,0,0,0,0,24.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
10072,Ci troviamo in galleria,1953,95,NA,5.1,5,0,0,0,24.5,24.5,44.5,24.5,0,0,0,,0,0,1,0,0,0,0
10073,Ciakmull - L'uomo della vendetta,1970,90,NA,8.1,9,0,0,0,0,14.5,24.5,14.5,14.5,0,44.5,,0,0,0,0,0,0,0
10074,Cialo,2003,98,NA,6.5,121,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
10075,Ciao America,2002,100,5000000,4.8,27,14.5,4.5,0,4.5,14.5,4.5,0,4.5,14.5,44.5,R,0,0,1,1,0,1,0
10076,Ciao ma',1988,88,NA,6,10,14.5,24.5,0,0,0,34.5,0,14.5,14.5,24.5,,0,0,1,0,0,0,0
10077,Ciao maschio,1978,110,NA,5.7,92,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,1,0
10078,Ciao nemico,1982,82,NA,2.7,17,24.5,14.5,14.5,4.5,4.5,4.5,14.5,4.5,0,0,,0,0,1,0,0,0,0
10079,Ciao! Manhattan,1972,84,NA,5.4,98,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
10080,"Ciao, Federico!",1971,55,NA,6.6,22,4.5,4.5,0,0,14.5,4.5,14.5,4.5,0,44.5,,0,0,0,0,1,0,0
10081,"Cible, La",1997,95,NA,6.9,21,4.5,4.5,4.5,4.5,4.5,14.5,4.5,34.5,4.5,4.5,R,0,0,1,0,0,0,0
10082,"Cible, La",2003,10,NA,6.5,10,0,0,0,0,34.5,45.5,0,24.5,0,0,,0,0,0,0,0,0,1
10083,Cicadas,2000,90,NA,9.2,24,4.5,0,0,0,4.5,4.5,0,24.5,14.5,45.5,,0,0,0,1,0,0,0
10084,"Cicala, La",1980,101,NA,5.6,26,0,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10085,Ciccio perdona... Io no!,1968,100,NA,7.2,10,0,14.5,0,0,0,14.5,34.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
10086,"Ciclo, El",2003,9,NA,3.6,8,24.5,0,0,14.5,0,0,24.5,14.5,0,24.5,,0,0,0,0,0,0,1
10087,"Ciclone, Il",1996,93,NA,6.7,527,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
10088,"Cid cabreador, El",1983,84,NA,1.5,14,74.5,14.5,4.5,0,4.5,0,0,0,0,0,,0,0,1,0,0,0,0
10089,"Cid: La leyenda, El",2003,83,NA,5.5,77,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,1,0,0,0,0,0
10090,Cidade Oculta,1986,120,NA,6.5,14,4.5,0,4.5,0,0,4.5,24.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
10091,Cidade de Deus,2002,135,3300000,8.7,25964,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,0,0,0,1,0,0,0
10092,"Cider House Rules, The",1999,126,24000000,7.5,18950,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,1,0
10093,"Ciel de Paris, Le",1991,90,NA,6.3,16,0,14.5,0,14.5,14.5,4.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
10094,"Ciel et la boue, Le",1961,92,NA,6.8,42,0,0,4.5,4.5,4.5,24.5,34.5,14.5,4.5,14.5,,0,0,0,0,1,0,0
10095,"Cielito, El",2004,93,NA,7,32,4.5,0,4.5,4.5,4.5,14.5,4.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
10096,"Cielo abierto, El",2001,110,NA,8.2,191,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,1,0
10097,"Cielo azul, cielo negro",2003,86,NA,6.8,9,0,0,0,0,14.5,14.5,45.5,14.5,0,14.5,,0,0,0,1,0,0,0
10098,"Cielo cade, Il",2000,102,NA,5.6,79,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
10099,Cielo ciego,1998,95,NA,6.5,25,14.5,14.5,0,0,0,4.5,14.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
10100,"Cielo della luna, Il",1997,90,NA,8.5,6,14.5,0,0,0,0,0,0,0,0,84.5,,0,0,0,0,0,0,0
10101,"Cielo gira, El",2004,115,NA,6.3,11,4.5,0,0,4.5,14.5,0,14.5,24.5,4.5,4.5,,0,0,0,0,1,0,1
10102,Cielo negro,1951,113,NA,6.9,23,0,0,4.5,4.5,4.5,0,4.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
10103,"Cielo no perdona, El",2003,3,NA,1,5,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
10104,Ciemna strona Wenus,1998,95,NA,5.7,11,4.5,0,4.5,0,0,14.5,14.5,0,4.5,34.5,,0,0,0,0,0,0,0
10105,Cien,1956,98,NA,7.9,10,0,0,0,0,0,14.5,14.5,64.5,0,24.5,,0,0,0,0,0,0,0
10106,Cien gritos de terror,1965,100,NA,7.3,7,0,0,0,0,0,0,24.5,74.5,0,0,,0,0,0,0,0,0,0
10107,Cien veces no debo,1990,91,NA,4.9,82,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
10108,"Cifra impar, La",1962,85,NA,8,16,14.5,0,0,0,0,4.5,4.5,34.5,34.5,4.5,,0,0,0,1,0,0,0
10109,Cigarette Blues,1985,6,NA,6,8,0,0,0,0,24.5,0,34.5,24.5,14.5,0,,0,0,0,0,1,0,1
10110,Cigarettes & Coffee,1993,24,NA,3.5,74,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,,0,0,0,1,0,0,1
10111,"Cigarra no es un bicho, La",1964,92,NA,6,14,4.5,4.5,0,4.5,4.5,4.5,14.5,4.5,24.5,24.5,,0,0,0,1,0,0,0
10112,Cilantro y perejil,1995,90,NA,6.5,106,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG-13,0,0,1,0,0,1,0
10113,Cilveka berns,1991,98,NA,7.8,21,0,0,0,0,0,4.5,4.5,14.5,24.5,44.5,,0,0,1,1,0,0,0
10114,Cimarron,1931,131,1433000,6.2,319,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10115,Cimarron,1960,147,NA,6,260,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
10116,"Cimarron Kid, The",1952,84,NA,6.5,44,0,0,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
10117,Cin cin,1991,97,NA,4.6,63,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
10118,"Cincinnati Kid, The",1965,102,NA,7.2,1351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
10119,Cincinnati: Just Around the Corner,2003,30,NA,8.6,8,0,0,14.5,0,0,0,0,14.5,24.5,45.5,,0,0,0,0,1,0,1
10120,"Cinco Dias, Cinco Noites",1996,100,NA,6.9,39,4.5,0,0,4.5,4.5,4.5,34.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
10121,Cinco nacos asaltan Las Vegas,1987,106,NA,7.3,6,14.5,0,0,0,14.5,0,0,0,34.5,34.5,,1,0,1,0,0,0,0
10122,Cinco tenedores,1979,90,NA,5.8,7,0,0,0,0,14.5,44.5,0,24.5,0,14.5,,0,0,1,0,0,0,0
10123,Cinco vezes Favela,1962,92,NA,7.3,9,0,14.5,0,0,0,24.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
10124,Cinderela Baiana,1998,85,NA,5.5,14,45.5,0,0,0,0,0,0,0,0,45.5,,0,0,0,0,0,0,0
10125,Cinderella,1950,74,2900000,7.3,5596,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,0,0,0,0,0
10126,Cinderella,1977,94,NA,6.3,119,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
10127,Cinderella 2000,1977,95,NA,2,25,44.5,4.5,4.5,4.5,4.5,4.5,4.5,0,0,4.5,,0,0,0,0,0,0,0
10128,Cinderella Jones,1946,90,NA,4.6,13,14.5,0,4.5,0,14.5,44.5,14.5,0,0,0,,0,0,1,0,0,0,0
10129,Cinderella Liberty,1973,117,NA,6.6,322,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
10130,Cinderella Meets Fella,1938,8,NA,6.8,19,4.5,0,0,0,4.5,24.5,34.5,14.5,0,24.5,,0,1,1,0,0,0,1
10131,"Cinderella Story, A",2004,95,20000000,4.9,2755,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,PG,0,0,1,0,0,1,0
10132,Cinderfella,1960,91,3000000,5.4,405,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
10133,Cindy Goes to a Party,1955,9,NA,2.7,6,14.5,14.5,14.5,45.5,0,0,0,0,0,0,,0,0,0,1,0,0,1
10134,"Cineasta da Selva, O",1997,87,NA,7.7,8,0,0,0,0,0,0,45.5,34.5,0,14.5,,0,0,0,0,1,0,0
10135,Cinedictum,2002,40,100000,7,5,24.5,0,0,0,0,0,44.5,0,0,44.5,,0,0,1,0,0,1,1
10136,Cinema Falado,1986,112,NA,7.4,9,14.5,0,24.5,0,0,14.5,24.5,14.5,0,24.5,,0,0,0,0,0,0,0
10137,Cinema of Unease: A Personal Journey by Sam Neill,1995,52,NA,6.5,41,0,0,0,4.5,4.5,4.5,14.5,14.5,34.5,14.5,,0,0,0,0,1,0,0
10138,Cinemania,2002,54,NA,7.2,449,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,0,1,0,0
10139,"Cinematographer, The",1951,10,NA,6.7,7,0,0,0,0,0,44.5,44.5,0,14.5,0,,0,0,0,0,1,0,1
10140,Cinerama Adventure,2002,93,NA,8.6,25,0,0,4.5,0,4.5,4.5,4.5,14.5,14.5,45.5,,0,0,0,0,1,0,0
10141,Cinerama Holiday,1955,119,NA,6.1,11,0,4.5,0,0,4.5,4.5,34.5,4.5,4.5,14.5,,0,0,0,0,1,0,0
10142,"Cinico, l'infame, il violento, Il",1977,100,NA,5.9,56,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
10143,Cinq jours en juin,1989,108,NA,6.9,15,0,0,0,4.5,24.5,4.5,44.5,14.5,4.5,0,,0,0,0,1,0,0,0
10144,"Cinque del Condor, I",1985,90,NA,5,20,14.5,0,14.5,4.5,0,0,0,0,0,74.5,,1,0,0,0,0,0,0
10145,"Cinque della vendetta, I",1968,103,NA,4.1,9,0,0,14.5,14.5,45.5,14.5,0,0,14.5,0,,0,0,0,0,0,0,0
10146,"Cinque giornate, Le",1973,122,NA,4.3,35,4.5,4.5,0,14.5,24.5,14.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
10147,Cinque giorni di tempesta,1997,94,NA,3.1,15,24.5,0,0,0,14.5,34.5,24.5,4.5,0,0,,0,0,1,0,0,0,0
10148,Cinque per l'inferno,1969,95,NA,3.3,38,4.5,14.5,4.5,14.5,24.5,14.5,4.5,0,0,14.5,,0,0,0,0,0,0,0
10149,Cinta dalam sepotong roti,1991,100,NA,4.4,12,24.5,4.5,0,0,0,0,4.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
10150,"Cinta roja, La",1999,110,NA,4.8,26,4.5,0,4.5,4.5,4.5,4.5,4.5,34.5,14.5,24.5,,0,0,0,0,0,0,0
10151,Cintamani a podvodnik,1964,111,NA,7.2,8,14.5,0,0,14.5,14.5,0,24.5,0,34.5,0,,0,0,1,0,0,0,0
10152,"Cintura, La",1989,93,NA,4.4,9,24.5,14.5,14.5,14.5,0,14.5,14.5,14.5,0,14.5,,0,0,0,0,0,0,0
10153,"Ciociara, La",1960,100,NA,7.7,645,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
10154,Cipher in the Snow,1973,21,NA,8.6,20,0,0,0,0,0,0,14.5,34.5,24.5,44.5,,0,0,0,1,0,0,1
10155,Cipolla Colt,1975,92,NA,4.8,25,24.5,4.5,0,4.5,14.5,4.5,14.5,14.5,0,14.5,,0,0,1,0,0,0,0
10156,Ciprian Porumbescu,1972,150,NA,9.3,6,0,0,0,0,0,14.5,0,0,14.5,64.5,,0,0,0,1,0,0,0
10157,Cirano di Bergerac,1925,113,NA,7.2,61,0,4.5,0,0,4.5,14.5,24.5,34.5,4.5,4.5,,0,0,0,1,0,1,0
10158,"Circle Game, The",1994,112,NA,4,9,0,0,14.5,14.5,0,0,34.5,14.5,0,34.5,,0,0,0,1,0,0,0
10159,Circle of Danger,1951,86,NA,6.1,37,0,0,0,4.5,24.5,24.5,14.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
10160,"Circle of Deception, A",1960,100,NA,6.5,26,0,0,0,4.5,4.5,24.5,34.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
10161,Circle of Friends,1995,103,NA,6.6,2499,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG-13,0,0,0,1,0,1,0
10162,Circle of Iron,1978,102,4000000,5.2,376,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,1,0,0,0,0,0,0
10163,Circle of Power,1983,97,NA,3.8,34,14.5,4.5,0,24.5,4.5,4.5,0,14.5,14.5,24.5,,0,0,0,1,0,0,0
10164,Circle of Two,1980,106,NA,4.3,68,14.5,14.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
